outcome,auction,merchandise,device,country,ip,url,bidder_id_count
0.0,0.25,1.0,0.625,1.0,0.375,1.0,4.0
0.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.2,1.0,0.2,0.36,0.2,0.43999999999999995,5.0
0.0,0.3,0.3,0.3,0.3,0.3,0.3,
1.0,0.7027176444182588,1.0,0.022883969736928248,0.5750664225794686,0.002585220099318237,0.03415373752677009,6540.0
1.0,0.07016944885253906,1.0,0.23631525039672852,0.31460142135620117,0.009366035461425781,0.996098518371582,2048.0
0.0,0.008907441748589784,1.0,0.01758986972478488,0.3643360929850017,0.0026186947649382,0.07453387233184099,718.0
0.0,0.5510204081632654,1.0,0.5510204081632654,0.7551020408163265,0.5510204081632654,0.5510204081632654,7.0
0.0,0.14049586776859505,1.0,0.20661157024793386,0.2231404958677686,0.10743801652892562,0.12396694214876035,11.0
0.0,1.0,1.0,0.5918367346938777,0.5918367346938777,0.14285714285714285,0.38775510204081626,7.0
0.0,0.125,1.0,0.125,0.3125,0.125,0.15625,8.0
0.0,0.9141439999999998,1.0,0.022912,0.328496,0.004736000000000001,0.1192,250.0
1.0,0.10887653398513188,1.0,1.0,0.8496979521535949,0.6047669102468307,0.1593824799584605,281.0
0.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0
0.0,0.5555555555555555,1.0,0.5555555555555555,0.5555555555555555,0.3333333333333333,0.5555555555555555,3.0
0.0,0.06859953752316109,1.0,0.08532275730959801,0.5217795641909685,0.004436150460009042,0.4689273010951841,4546.0
0.0,0.4375,1.0,0.15625,0.1875,0.125,0.59375,8.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.18771030283608395,1.0,0.029402339368690914,0.9260535170645732,0.012497997115846819,0.0901297868931261,158.0
0.0,0.5555555555555555,1.0,1.0,1.0,0.3333333333333333,1.0,3.0
0.0,0.12283737024221451,1.0,0.19550173010380623,0.28027681660899656,0.05536332179930796,1.0,34.0
0.0,0.12396694214876032,1.0,0.1446280991735537,0.4049586776859504,0.045454545454545456,1.0,22.0
0.0,0.07799316471644485,1.0,0.026944310792109166,0.12867619704267338,0.002643836092082876,0.007209785665745705,898.0
0.0,0.044745057232049947,1.0,0.07804370447450572,0.3629032258064517,0.022372528616024973,0.33298647242455776,62.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.18367346938775508,1.0,0.5510204081632654,0.7551020408163265,0.18367346938775508,1.0,7.0
0.0,0.37341232992531337,1.0,0.01912715904750184,0.44746644056635887,0.0018395955766596708,0.0652912586445809,1582.0
0.0,0.0695646295294754,1.0,0.02339102217414819,0.30678745267712276,0.007368848025959979,0.0580043266630611,172.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.3333333333333333,1.0,0.5555555555555555,1.0,0.5555555555555555,0.5555555555555555,3.0
1.0,0.048430514651790345,1.0,0.6821805526672908,0.21315229461560778,0.001769672918743818,0.994570153599061,1103.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.3890811226451365,1.0,0.029267589388696655,0.8772106881968476,0.020617070357554782,0.5491637831603229,204.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.15625,1.0,0.21875,0.78125,0.125,0.5,8.0
0.0,0.12396694214876035,1.0,0.2727272727272727,0.2892561983471074,0.22314049586776855,1.0,11.0
0.0,0.49999999999999994,1.0,0.27777777777777773,0.3333333333333333,0.16666666666666666,0.2222222222222222,6.0
1.0,0.02552577802809362,1.0,0.12833810453874572,0.5511733057710058,0.018536297517784225,0.9599540534343923,6127.0
0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
0.0,0.3,0.3,0.3,0.3,0.3,0.3,
0.0,0.375,1.0,1.0,1.0,0.625,1.0,4.0
0.0,0.014445734580971243,1.0,0.022095485281060038,0.41124240147530905,0.006454477153199918,0.10224711426815108,242.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.008900145501427238,1.0,0.014233480476047023,0.0915750774653781,0.0014344474777661812,0.006371391027198534,17006.0
0.0,0.30612244897959184,1.0,0.7551020408163265,0.26530612244897955,0.14285714285714285,1.0,7.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.05905083927061949,1.0,0.01745199855089965,0.8729766936360344,0.021441854848448252,0.07898079942035985,455.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.8349206330794574,1.0,0.07797279943018508,0.1281671525050505,0.005654297208848279,0.2847192075819205,5571.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.37718848894656565,1.0,0.015108826810554834,0.24007590935652537,0.0034454234303971354,0.07246108720564018,1452.0
0.0,0.6084104938271605,1.0,0.03356481481481482,0.22530864197530864,0.017361111111111112,0.20756172839506173,72.0
0.0,0.026235413893022162,1.0,0.049416555720886525,0.40997728874618217,0.022006421802803666,0.10282715952697942,113.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,0.16,0.32,0.1,0.22000000000000003,10.0
0.0,0.18367346938775508,1.0,0.18367346938775508,0.7551020408163265,0.14285714285714285,0.4285714285714285,7.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.27999999999999997,1.0,0.36,0.5199999999999999,0.2,0.43999999999999995,5.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.027557426874063498,1.0,0.0230841281641309,0.6045382336912059,0.004232369315129208,0.14620806765606614,881.0
0.0,0.25,1.0,0.25,0.625,0.25,0.25,4.0
0.0,0.12426035502958578,1.0,0.10059171597633136,0.5384615384615384,0.07692307692307693,0.43195266272189353,13.0
0.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0
0.0,0.09183673469387754,1.0,0.12244897959183672,0.5306122448979592,0.07142857142857142,0.4591836734693877,14.0
0.0,0.08297439110345368,1.0,0.03156081133996397,0.9651108152556974,0.011629728248100869,0.16532226486020832,226.0
0.0,0.05078125,1.0,0.07861328125,0.213134765625,0.06201171875,0.1064453125,64.0
0.0,0.6445597978280172,1.0,0.026432620722628235,0.5362338638071169,0.010450105867085582,0.019465883477904514,121.0
0.0,0.3333333333333333,1.0,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.3333333333333333,3.0
0.0,0.09999999999999999,1.0,0.07999999999999999,0.73,0.05,0.205,20.0
0.0,0.05885073418892357,1.0,0.9579142097352296,0.14880332986472425,0.012140131807145339,1.0,93.0
0.0,0.0462593106930943,1.0,0.02358793081681606,0.8432596894331525,0.006229011488448427,0.07499558136598915,890.0
0.0,0.03721613888774169,1.0,0.014323685275437878,0.2680268486342532,0.0014736235362646747,0.06875610818254807,3341.0
0.0,0.6891486080675268,1.0,0.09698888077266457,0.8297216135053972,0.01258014771528285,0.3265157048940832,111.0
0.0,0.03847337642351493,1.0,0.04401354262850107,0.4853801169590644,0.025546321945213914,0.1615881809787627,57.0
0.0,0.579861111111111,1.0,0.0798611111111111,1.0,0.07291666666666666,0.3020833333333333,24.0
0.0,0.17478023992122418,1.0,0.01609297845884036,0.8708392930302092,0.05714840184289399,0.1528150134048257,373.0
0.0,0.5,1.0,1.0,1.0,0.5,0.5,2.0
0.0,0.36,1.0,0.27999999999999997,0.43999999999999995,0.2,1.0,5.0
0.0,0.5555555555555555,1.0,0.3333333333333333,0.5555555555555555,0.3333333333333333,1.0,3.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.2222222222222222,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,6.0
0.0,0.3333333333333333,1.0,0.5555555555555555,0.5555555555555555,0.5555555555555555,0.3333333333333333,3.0
0.0,0.012594122121291526,1.0,0.021643045911336273,0.31536873823283934,0.002034820332440484,0.1039530836026433,10272.0
0.0,0.40375000000000005,1.0,0.07375000000000001,0.158125,0.0625,0.26625,40.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.05945139442582725,1.0,0.03833604500292743,0.49677468232275834,0.0020208803462306827,0.04721063347151571,2332.0
0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,3.0
1.0,0.043892733564013846,1.0,0.31057093425605536,0.2219204152249135,0.19953287197231834,0.1219204152249135,340.0
0.0,0.06135572665338422,1.0,0.020621761129993022,0.2189972942537287,0.0034904636456746276,0.14421984315843642,443.0
0.0,0.15996872739153772,1.0,0.017164928002987235,0.14393859833368336,0.002112067959578986,0.10838059231253937,828.0
0.0,0.23183391003460208,1.0,0.34256055363321797,0.6955017301038061,0.273356401384083,0.4809688581314879,17.0
0.0,0.03835321574051155,1.0,0.015074040447455013,0.08718061605995153,0.004395163278448158,0.05028216201194378,1417.0
0.0,0.054583905491062,1.0,0.02417292229661727,0.7068490683398921,0.0033306735416348153,0.05040782309197178,2073.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.014360041623309052,1.0,0.017440166493236212,0.15627471383975025,0.006451612903225808,0.07548387096774194,310.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.625,1.0,0.375,0.625,0.375,1.0,4.0
0.0,0.15625,1.0,0.3125,0.34375,0.15625,0.53125,8.0
0.0,0.2222222222222222,1.0,0.49999999999999994,0.49999999999999994,0.2222222222222222,0.49999999999999994,6.0
0.0,0.0506198347107438,1.0,0.05320247933884297,0.1025309917355372,0.014204545454545458,0.10278925619834713,88.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.68,1.0,0.27999999999999997,0.36,0.27999999999999997,0.27999999999999997,5.0
0.0,0.40895061728395066,1.0,0.802469135802469,0.802469135802469,0.03240740740740741,1.0,36.0
0.0,0.029492455418381344,1.0,0.1934156378600823,0.9279835390946501,0.030864197530864196,0.05486968449931413,54.0
0.0,0.16666666666666666,1.0,0.27777777777777773,0.5555555555555555,0.27777777777777773,0.27777777777777773,6.0
0.0,0.30905306971904273,1.0,0.6566077003121749,0.6628511966701353,0.6566077003121749,0.7627471383975026,31.0
0.0,0.03873102978495847,1.0,0.025489380021820073,0.4864205449289017,0.002020465669988483,0.15919184556289348,1121.0
0.0,0.3194444444444445,1.0,0.625,0.34722222222222227,0.08333333333333333,0.5138888888888888,12.0
0.0,0.15142353237591333,1.0,0.05618543713781809,0.6397077349458302,0.023935500125976315,0.1368102796674225,63.0
0.0,0.6926739116855313,1.0,0.04513477270536668,0.8093281832178406,0.0022812010387048935,0.20288945728100877,26332.0
0.0,0.234504132231405,1.0,0.061983471074380174,0.4493801652892561,0.030991735537190087,0.04132231404958677,44.0
0.0,0.5977518543933601,1.0,0.03101003169623893,0.5473864218104979,0.004345979152370681,0.2643422758117397,303.0
0.0,0.27999999999999997,1.0,0.27999999999999997,0.27999999999999997,0.2,0.68,5.0
1.0,0.04176521752399554,1.0,0.011786193450393168,1.0,0.001102204526433541,1.0,923.0
0.0,0.27999999999999997,1.0,0.43999999999999995,0.68,0.43999999999999995,0.68,5.0
0.0,0.2,1.0,0.36,0.36,0.27999999999999997,0.36,5.0
0.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0
0.0,0.30612244897959184,1.0,0.22448979591836732,1.0,0.18367346938775508,0.26530612244897955,7.0
0.0,0.015216220375500154,1.0,0.04279201292705448,0.5032317636195752,0.006367343798091722,0.03455871037242229,456.0
0.0,0.07522784045128064,1.0,1.0,1.0,1.0,1.0,2523.0
0.0,0.006745214745697799,1.0,0.02865060115279325,0.5455576986321568,0.0011898538084304663,0.04025970443580859,5677.0
0.0,0.30612244897959184,1.0,0.30612244897959184,0.3469387755102041,0.30612244897959184,0.30612244897959184,7.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.3,0.3,0.3,0.3,0.3,0.3,
0.0,0.10105166895290352,1.0,1.0,1.0,0.012345679012345678,1.0,81.0
0.0,0.17685733070348453,1.0,0.10979618671926364,0.9497041420118342,0.6015779092702169,0.33136094674556216,78.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.09339678762641286,1.0,0.09101725163593098,0.8828078524687686,0.10767400356930397,0.32480666270077335,82.0
0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,3.0
0.0,0.9553202479338844,1.0,0.03822314049586777,0.606275826446281,0.013429752066115706,0.4568698347107439,88.0
0.0,0.25,1.0,0.375,0.25,0.25,0.375,4.0
0.0,0.11974128673641939,1.0,0.03013795572086287,0.1269743961094265,0.00719607980283811,0.346041333229102,493.0
0.0,0.24444444444444446,1.0,0.21777777777777776,0.5555555555555555,0.07555555555555556,0.25333333333333335,15.0
0.0,0.062117190993302374,1.0,0.03761266194071023,0.24267491933410984,0.01665913507788958,0.15179841270281316,1589.0
0.0,0.16666666666666666,1.0,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.16666666666666666,6.0
0.0,0.375,1.0,0.25,0.375,0.25,0.375,4.0
0.0,0.019302995894837974,1.0,0.019477683640492616,0.12254345357673159,0.00681282208053105,0.0910559874224823,214.0
0.0,0.1259259259259259,1.0,0.225679012345679,0.225679012345679,0.036049382716049384,1.0,45.0
0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
0.0,0.10209722973379004,1.0,0.6078360675440179,0.7379965146325341,0.7370350339522864,0.18286160687458689,129.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.06763100559286629,1.0,0.09211383392107093,0.9079984726308933,0.005817479391747715,0.3134026639114126,211.0
0.0,0.03157439446366782,1.0,0.031574394463667825,0.42041522491349476,0.025951557093425604,0.07569204152249136,68.0
0.0,0.02306801999050611,1.0,0.5219666220418264,0.14230701534490023,0.02209729637472065,0.4713609865112087,433.0
0.0,0.011582742432659108,1.0,0.014590726399372613,0.43656155714581363,0.0019287869380997516,0.15044930235597817,1515.0
0.0,0.1358024691358025,1.0,0.23456790123456792,0.654320987654321,0.20987654320987653,0.654320987654321,9.0
0.0,0.1608958362703599,1.0,0.05007270437654776,0.9978070201862587,0.0022540967420058384,0.11851201633783352,5466.0
1.0,0.011093714069096818,1.0,0.016439649518137964,0.4632188026628024,0.000919220417586009,0.048064285136099845,6002.0
0.0,0.027769517733564016,1.0,0.010041022383217994,0.21563446150519033,0.028943758109861557,0.0860996972318339,1088.0
0.0,0.13222121656627447,1.0,0.042804531693767356,0.3010595799132361,0.006897412689990948,0.11344839424487375,358.0
0.0,0.5555555555555555,1.0,0.5555555555555555,0.5555555555555555,0.5555555555555555,1.0,3.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0
0.0,0.1,1.0,0.13999999999999999,0.625,0.19999999999999998,0.8150000000000001,20.0
0.0,0.058596073765615715,1.0,0.058298631766805484,0.929506246281975,0.07852468768590125,0.579417013682332,82.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.028890230648472407,1.0,0.024011592802801594,0.0747397657287767,0.011452723101074747,0.44169061707523244,455.0
0.0,0.08371855620618715,1.0,1.0,1.0,1.0,1.0,2322.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.04233789715605224,1.0,0.0339509198444597,0.5669052053720223,0.007374004727205394,0.0733806053872714,303.0
0.0,0.06382978723404255,1.0,0.09370755998189224,0.6269805341783613,0.028519692168401993,0.244907197827071,47.0
0.0,0.761921122550806,1.0,0.0272734060210618,0.3240505844356415,0.0014494882329933493,0.12541090320729065,10799.0
0.0,0.012183623013015168,1.0,0.032237227984467924,0.17869313752422247,0.003151705039015807,0.10544290922050059,734.0
0.0,0.2,1.0,0.5199999999999999,0.5199999999999999,0.43999999999999995,0.5199999999999999,5.0
0.0,0.0703125,1.0,0.078125,0.375,0.0625,0.25,16.0
0.0,0.08412113443358438,1.0,0.1671206537413876,0.3706136837045345,0.021310687389841373,0.03124499278961705,79.0
0.0,0.18508232493552867,1.0,0.11089069629041859,0.9190636778416981,1.0,0.6488791906367786,71.0
0.0,0.01972368189549117,1.0,0.05172239363964198,0.08747196532248523,0.0022062772734538346,0.9108078363528829,48018.0
0.0,0.5,1.0,0.5,1.0,0.5,0.5,2.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.375,1.0,1.0,1.0,1.0,1.0,4.0
0.0,0.18367346938775508,1.0,0.12244897959183672,0.4795918367346939,0.08163265306122448,0.11224489795918366,14.0
0.0,0.06787452677122768,1.0,0.21444023796646836,0.8885884261763116,0.019199567333693886,0.5857220118983233,86.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.5,1.0,0.5,0.5,0.5,0.5,2.0
0.0,0.4783706847471662,1.0,0.035205217121267014,0.34406914755965007,0.0035256974276693756,0.15185342373583152,695.0
0.0,0.1234567901234568,1.0,0.7962962962962963,0.802469135802469,0.06790123456790124,0.8950617283950617,18.0
0.0,0.045911501855644236,1.0,0.01975814835738217,0.22252442643724152,0.0037034421611781975,0.07625672818146875,2856.0
0.0,0.040369088811995385,1.0,0.08727412533640906,0.9238754325259517,0.028066128412149175,0.16878123798539021,51.0
0.0,0.03795552853056204,1.0,0.013481018780834981,0.1759338593994002,0.005707494368513424,0.5490388468926634,538.0
0.0,0.013254437869822484,1.0,0.04443786982248521,0.337396449704142,0.005739644970414202,0.3216272189349113,260.0
0.0,0.3,0.3,0.3,0.3,0.3,0.3,
0.0,0.5977777777777779,1.0,0.06222222222222222,0.1,0.04444444444444444,0.19111111111111112,30.0
0.0,0.25,1.0,0.625,1.0,0.375,0.25,4.0
0.0,0.24939632010339077,1.0,0.03617544694985773,0.2969424888616808,0.01150676234851319,0.27748869163010575,297.0
0.0,0.04633253377098851,1.0,0.01982072970584522,0.147329882590582,0.013760888776669613,0.06880444388334807,89.0
0.0,0.2222222222222222,1.0,0.2222222222222222,0.3333333333333333,0.16666666666666666,1.0,6.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.040799999999999996,1.0,0.027466666666666667,0.2928,0.010133333333333333,0.4235555555555555,150.0
0.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0
0.0,0.2333848234363969,1.0,0.09093742124995914,1.0,0.0018832681531468273,0.007831240706292885,721.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.10996780378932515,1.0,0.031343087448869954,0.2523981560974807,0.004069539189652973,0.10337257993450405,3989.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.43999999999999995,1.0,0.27999999999999997,0.43999999999999995,0.27999999999999997,0.43999999999999995,5.0
0.0,0.25619834710743794,1.0,0.15702479338842978,1.0,0.10743801652892562,0.3884297520661157,11.0
0.0,0.13785220063891965,1.0,0.04313464246241427,0.5506366485488046,0.0060712501324774034,0.3367651289194387,257.0
0.0,0.53125,1.0,0.125,0.3125,0.125,0.46875,8.0
0.0,0.3333333333333333,1.0,0.3333333333333333,0.5555555555555555,0.3333333333333333,0.5555555555555555,3.0
1.0,0.07685253233333961,1.0,0.21742953875917864,0.3628934491617514,0.3628934491617514,0.8991463621459663,399.0
0.0,0.375,1.0,0.375,0.5625,0.375,0.625,4.0
0.0,0.05269327081890351,1.0,0.03607011561617561,0.6497415951835473,0.00900420906814428,0.04896371676700944,137.0
0.0,0.1,1.0,0.12000000000000002,0.5199999999999999,0.1,0.26,10.0
0.0,0.375,1.0,0.375,1.0,0.375,0.625,4.0
0.0,0.7005208333333335,1.0,0.035590277777777776,0.43142361111111116,0.0234375,0.45833333333333326,48.0
0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
0.0,0.02267733564013841,1.0,0.013507785467128025,0.1868858131487889,0.002664359861591696,0.34117647058823525,680.0
0.0,0.3,0.3,0.3,0.3,0.3,0.3,
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.037234481719071566,1.0,0.020212831227972107,0.5543072607883194,0.002780637190852001,0.10249424140717968,1149.0
1.0,0.14223062381852553,1.0,0.0637597143457257,0.39451375761394664,0.2563074984247007,0.20956101659315268,345.0
0.0,0.030319711744688154,1.0,0.027838943063856553,0.5542623466498898,0.0022305470559638536,0.02270582515942691,748.0
0.0,0.19369675328455824,1.0,0.06553591181664695,0.7137922334995827,0.008208969706378933,0.9225290613052846,227.0
0.0,0.18367346938775508,1.0,0.26530612244897955,0.5918367346938777,0.18367346938775508,1.0,7.0
0.0,0.0633401309742647,1.0,0.02812390178957612,0.9627161784980537,0.0010247148032006908,0.13715212072880625,2176.0
0.0,0.5,1.0,0.5,0.5,0.5,0.5,2.0
0.0,0.3,0.3,0.3,0.3,0.3,0.3,
0.0,0.44773991941010377,1.0,0.030317151393876265,0.5416107014610344,0.004536608097365753,0.04873769907623145,382.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.1171875,1.0,0.1640625,1.0,0.0703125,0.5,16.0
0.0,1.0,1.0,0.5555555555555555,1.0,0.3333333333333333,0.5555555555555555,3.0
0.0,0.10433884297520661,1.0,0.24793388429752064,0.6663223140495868,0.10743801652892561,1.0,44.0
0.0,0.08163265306122448,1.0,0.15306122448979592,0.46938775510204084,0.09183673469387754,0.2346938775510204,14.0
0.0,0.375,1.0,0.375,0.5,0.25,0.375,4.0
0.0,0.36191129401005945,1.0,0.02118579484834629,0.12936290199664685,0.007239750038103947,0.07186404511507392,162.0
0.0,0.021582234215108055,1.0,0.029875843869822075,0.1715914107568911,0.0032886741633226025,0.07968710472666309,449.0
0.0,0.4274217821782178,1.0,0.046452387020880295,0.9523808254092735,0.0009073620233310464,0.989731830212724,2525.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.03246647923875433,1.0,0.025248702422145334,0.3966262975778546,0.0049199826989619385,0.05182201557093427,272.0
0.0,0.25,1.0,0.25,1.0,0.25,0.625,4.0
0.0,0.08673469387755099,1.0,0.08418367346938774,1.0,0.04081632653061224,0.48214285714285715,28.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,0.34375,0.28125,0.15625,0.40625,8.0
0.0,0.12000000000000002,1.0,0.18,0.6599999999999999,0.16,0.16,10.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.03762871306756891,1.0,0.015030558239089439,0.1541404964908962,0.019015422048529098,0.042461447342089544,12901.0
0.0,0.2067901234567901,1.0,0.05709876543209877,0.3904320987654321,0.03395061728395062,0.10802469135802467,36.0
0.0,0.5,1.0,0.5,1.0,0.5,0.5,2.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.04342711498872659,1.0,0.037741397902166456,0.11518478580531323,0.015194588765807274,0.4982844819135379,101.0
0.0,0.02971815506592807,1.0,0.01764818244483386,0.6293152689767559,0.0027286627706862064,0.14055335472339187,1041.0
